,recovery_at_01,recovery_at_01,recovery_at_05,recovery_at_05,recovery_at_10,recovery_at_10,average_precision_PU,average_precision_PU,roc_auc_PU,roc_auc_PU
,mean,std,mean,std,mean,std,mean,std,mean,std
family,,,,,,,,,,
constant,0.006819341453487759,0.006749934650644227,0.05427807815890552,0.021432366530424317,0.09004374845992627,0.020934915387575415,0.01267936727169992,0.004628342851548289,0.5,0.0
extra_trees,0.17421680819951887,0.07689066776436108,0.46174455654233365,0.13064790220387085,0.6720319435632804,0.09096265980112624,0.13548762110844897,0.06564489405927022,0.8904877428364347,0.051161757265021306
geological_rule,0.011699427120853461,0.013436551307672547,0.0631531209919601,0.04229134205516358,0.1483416084218801,0.07927765972358869,0.01778875767728658,0.005331933514440189,0.6336490824226715,0.11377788026550918
hist_boosting,0.19907736061178477,0.04116056220728685,0.5339000892535934,0.06219250734971958,0.7042118410102356,0.10070723652114029,0.15236962722282393,0.05295122098221303,0.9031703537670406,0.04325100662508146
logistic,0.11321675203120088,0.07354892331883191,0.4398130876704511,0.11592883589371353,0.6549358418330323,0.08875980378321757,0.1027278227775384,0.06765232115962923,0.8719392243421679,0.031149361842496975
random,0.00800569800569798,0.013341883687922102,0.05002909694789902,0.012910697639387712,0.09333220871041181,0.0317110311080861,0.012928694237937419,0.003379748445797132,0.4848639641855977,0.022196703976709323
random_forest,0.24756107613470993,0.12200647545095802,0.5219794519454909,0.10965448872933646,0.6739270286846699,0.17540560883624629,0.16543859341331343,0.05985306586652207,0.8965421944954294,0.050687763244549516
